label_fr,description,simple,fautes
asthme bronchique,"J'ai du mal avec la fatigue et une toux constante qui rend la respiration difficile. Ma fièvre est élevée, et je crache beaucoup de mucus épais.","Je suis très fatigué et j'ai une toux qui ne s'arrête pas, ce qui rend la respiration difficile. J'ai beaucoup de fièvre et je crache beaucoup de mucus épais.","Je suis trè fatigué et j'ai une toux qui s'arrête pas, ce qui rend la respiration difficile. J'ai beaucoup de fièvre et je crache beaucoup de mucus épais."
allergie,"J'ai mal à la gorge et j'éternue tout le temps. Parfois, j'ai des gonflements sur mon visage, comme mes lèvres et près de mes yeux. Une fois que je commence à éternuer, je ne peux plus m'arrêter.","J'ai mal à la gorge et j'éternue tout le temps. Parfois, mon visage gonfle, comme mes lèvres et près de mes yeux. Une fois que je commence à éternuer, je ne peux plus m'arrêter.","J'ai mal à la gorge et j'éternue tout le temp. Parfoi, mon visage gonfle, comme mes lèvres et près de mes yeux. Une foi que je commence à éternuer, je ne peu plus m'arrêter."
infection fongique,"Mon corps me démange terriblement partout, et il y a maintenant des taches rouges partout. Certaines des plaques ont également une couleur différente de mon teint naturel. Et il y a ces bosses ou boutons qui sont apparus sur ma peau.","Mon corps me démange beaucoup partout, et il y a maintenant des taches rouges partout. Certaines des plaques ont une couleur différente de ma peau normale. Et il y a ces bosses ou boutons qui sont apparus sur ma peau.","Mon corps me démange beaucoup partou, et il y a maintenant des tache rouge partou. Certaine des plaque on une couleur différente de ma peau normal. Et il y a ces bosse ou bouton qui son apparu sur ma peau."
réaction médicamenteuse,J'ai des éruptions cutanées sur ma peau et elles s'écaillent de temps en temps. Cela me rend sujet aux infections. Mes doigts commencent à trembler et parfois j'ai des tremblements.,J'ai des boutons sur ma peau et ils s'écaillent de temps en temps. Cela me rend sujet aux infections. Mes doigts commencent à trembler et parfois j'ai des tremblements.,J'ai des boutons sur ma peau et ils s'écaillent de temps en temps. Sa me rend sujet aux infections. Mes doigts commencent a trembler et parfoi j'ai des tremblements.
impétigo,"L'éruption cutanée sur mon visage est devenue plus douloureuse et enflammée ces derniers jours, et les plaies commencent à suinter un liquide clair. Cela devient extrêmement douloureux chaque jour.",L'éruption cutanée sur mon visage fait de plus en plus mal et est enflammée. Les plaies commencent à suinter un liquide clair. Ça fait très mal chaque jour.,L'éruption cutané sur mon visage fais de plus en plus mal et est enflamé. Les plaie commence à suinter un liquide clair. Sa fais très mal chaque jour.
spondylose cervicale,"J'ai eu des douleurs dans le dos, une toux chronique et une faiblesse dans les membres. Je me suis senti désorienté et faible sur mes pieds, et mon cou me fait mal.","J'ai mal au dos, je tousse tout le temps et mes bras et jambes sont faibles. Je me sens perdu et faible sur mes pieds, et mon cou me fait mal.","J'ai mal au dos, je tousse tout le tan et mes bras et jambe son faible. Je me sen perdu et faible sur mes pie, et mon cou me fais mal."
allergie,"J'ai mal à la gorge et j'éternue beaucoup. Parfois, la peau autour de mes yeux et mes lèvres gonflent. Une fois que je commence, je ne peux pas m'arrêter.","J'ai mal à la gorge et j'éternue beaucoup. Parfois, la peau autour de mes yeux et mes lèvres gonflent. Une fois que je commence, je ne peux pas m'arrêter.","J'ai mal à la gorge et j'éternue beaucoup. Parfois, la peau autour de mes yeux et mes levres gonflent. Une foi que je commence, je peu pas m'arreter."
spondylose cervicale,"J'ai eu des douleurs au dos, une toux persistante, et une faiblesse dans mes bras et mes jambes. Mon cou me fait mal, et je me suis senti déséquilibré et étourdi.","J'ai mal au dos, je tousse tout le temps, et je n'ai pas de force dans mes bras et mes jambes. Mon cou me fait mal, et je me sens tout bizarre et déséquilibré.","J'ai mal au do, je tousse tout le temp, et j'ai pas de force dans mes bras et mes jambe. Mon cou me fais mal, et je me sens tout bizare et déséquilibré."
varicelle,"Il y a des taches rouges et enflées partout sur mon corps. Ça me démange quand je les touche. En plus, j'ai aussi une forte fièvre et un mal de tête, et je me sens toujours épuisé.","J'ai des taches rouges et enflées partout sur mon corps. Ça me démange quand je les touche. En plus, j'ai aussi une grosse fièvre et un mal de tête, et je suis toujours fatigué.","J'ai des taches rouges et enflé par tou sur mon corps. Sa me démange quand je les touche. En plus, j'ai aussi une grose fièvre et un mal de tête, et je suis toujour fatigué."
ulcère gastroduodénal,"J'ai du mal à m'endormir ou à rester endormi à cause de douleurs à l'estomac. Après être allé aux toilettes, je me sens épuisé et je perds l'appétit. Je me sens constamment très fatigué.","J'ai du mal à m'endormir ou à rester endormi à cause de douleurs à l'estomac. Après être allé aux toilettes, je me sens épuisé et je n'ai plus faim. Je me sens constamment très fatigué.","J'ai du mal à m'endormir ou à rester endormi à cause de douleurs à l'estomac. Après être allé aux toilettes, je me sens épuisé et je n'ai plus faim. Je me sens constamment très fatigué."
varicelle,Je me sens vraiment nauséeux et mal à l'aise. Je ne sais pas ce que c'est. J'ai vu des éruptions cutanées sur mes bras et mes jambes. J'ai perdu l'appétit et je me sens épuisé chaque jour.,Je me sens vraiment mal et mal à l'aise. Je ne sais pas ce que c'est. J'ai des éruptions cutanées sur mes bras et mes jambes. Je n'ai plus envie de manger et je suis fatigué tous les jours.,Je me sens vraimen mal et mal a l'aise. Je sais pas ce que c'est. J'ai des éruptions cutané sur mes bras et mes jambes. Je n'ai plus envie de manger et je suis fatigué tout les jours.
infection fongique,"J'ai beaucoup de démangeaisons, et cela s'accompagne d'une éruption cutanée qui semble s'aggraver avec le temps. Il y a aussi des taches de peau de couleurs différentes du reste de la peau, ainsi que des bosses qui ressemblent à de petits nœuds.","J'ai beaucoup de démangeaisons, et ça s'accompagne d'une éruption cutanée qui devient de plus en plus mauvaise. Il y a aussi des taches de couleurs différentes et des bosses qui ressemblent à de petits nœuds.","J'ai beaucoup de démangeaison, et sa s'acompagne d'une éruption cutané qui devien de plu en plu mauvaise. Il y a aussi des tache de couleur diférente et des bosse qui ressemble a des petit nœud."
dengue,J'ai développé des éruptions cutanées sur mon corps. J'ai aussi une forte fièvre accompagnée de frissons et de maux de tête. Mes articulations et mon dos me font mal et j'ai une douleur étrange derrière les yeux.,J'ai des boutons sur mon corps. J'ai aussi une forte fièvre avec des frissons et des maux de tête. Mes articulations et mon dos me font mal et j'ai une douleur étrange derrière les yeux.,J'ai des bouton sur mon cor. J'ai aussi une forte fièvre avec des frison et des mal de tete. Mes articulation et mon dos me font mal et j'ai une douleur étrange derrière les yeu.
ulcère gastroduodénal,"Me pencher ou m'allonger ne fait qu'aggraver mon estomac. J'ai mal après avoir mangé certains aliments, comme des aliments épicés ou acides. Parfois, cela me donne des selles molles.","Me pencher ou m'allonger fait que mon estomac me fait encore plus mal. J'ai mal après avoir mangé certains aliments, comme des aliments épicés ou acides. Parfois, cela me donne des selles molles.","Me penché ou m'allongé fais que mon estomac me fais encore plus mal. J'ai mal après avoir mangé certains aliments, comme des aliments épicés ou acides. Parfoi, sa me donne des selles molles."
varices,Les crampes dans mes mollets rendent difficile pour moi de marcher et de faire mes activités quotidiennes. Elles surviennent soudainement et durent plusieurs minutes.,Les crampes dans mes mollets m'empêchent de marcher et de faire mes activités. Elles arrivent soudainement et durent plusieurs minutes.,Les crampe dans mes molé m'empêche de marché et de fair mes activité. Elle arrive soudainemen et dure pluieur minute.
rhume,Je suis très fatigué et malade. J'ai une toux sévère et une gorge douloureuse. J'ai beaucoup de frissons et une température élevée. Je me sens simplement fatigué et épuisé.,Je suis très fatigué et malade. J'ai une grosse toux et ma gorge me fait mal. J'ai beaucoup de frissons et une forte fièvre. Je me sens simplement fatigué et épuisé.,Je sui tré fatigué et malade. J'ai une grose toux et ma gorge me fais mal. J'ai beaucou de frison et une forte fièvre. Je me sen simplemen fatigué et épuisé.
migraine,"J'ai eu des perturbations visuelles, en voyant les choses déformées et en ayant des difficultés de vue.","J'ai des problèmes pour voir, je vois les choses bizarres et j'ai du mal à voir.","J'ai des probleme pour voir, je voi les chose bizar et j'ai du mal a voir."
migraine,"J'ai eu des problèmes de vision, en voyant les choses déformées et en ayant des troubles visuels.","J'ai des problèmes pour voir, je vois les choses bizarres et j'ai des troubles de la vue.","J'ai des probleme pour voir, je voi les chose bizar et j'ai des trouble de la vue."
spondylose cervicale,"J'ai eu des douleurs dans le dos, une toux persistante et des engourdissements dans les bras et les jambes. J'ai eu du mal à rester équilibré et à gérer mes vertiges, et mon cou me fait mal.","J'ai mal au dos, je tousse tout le temps et mes bras et jambes sont engourdis. J'ai du mal à rester équilibré et à gérer mes vertiges, et mon cou me fait mal.","J'ai mal au dos, je tousse tout le tan et mes bras et jambe son engourdi. J'ai du mal a resté équilibré et a géré mes vertige, et mon cou me fais mal."
asthme bronchique,"J'ai une toux persistante depuis des jours, et j'ai aussi des problèmes de respiration. Je suis tellement faible et épuisé, et ma fièvre est très élevée. C'est très difficile de gérer tous ces symptômes, et j'ai aussi toussé beaucoup de mucus. Je suis tellement en colère à cause de tout ça.","J'ai une toux qui dure depuis des jours et j'ai du mal à respirer. Je suis très faible et fatigué, et j'ai beaucoup de fièvre. C'est très difficile de gérer tout ça, et je tousse beaucoup de mucus. Je suis tellement en colère à cause de tout ça.","J'ai une tou qui dure depuis des jours et j'ai du mal à respiré. Je sui tré faible et fatigué, et j'ai beaucou de fièvre. Sa tré difficile de géré tout sa, et je tousse beaucou de mucus. Je sui tré en colère à cause de tout sa."
dengue,Mes frissons et tremblements sont accompagnés d'une sensation de froid et d'une très forte fièvre. Des éruptions cutanées sur mes bras et des taches rouges sur mon cou sont également apparues.,"J'ai des frissons et je tremble, et j'ai froid et une très forte fièvre. J'ai des boutons sur les bras et des taches rouges sur le cou.","J'ai des frison et je tremble, et j'ai froi et une trè forte fièvre. J'ai des bouton sur les bras et des taches rouge sur le cou."
ulcère gastroduodénal,"Parfois, pendant la journée ou la nuit, j'ai des brûlures dans le haut de mon abdomen. J'ai fréquemment des épisodes de nausées extrêmes, des brûlures d'estomac et des indigestions.","Parfois, pendant la journée ou la nuit, j'ai mal dans le haut de mon ventre. J'ai souvent des nausées très fortes, des brûlures d'estomac et des maux de ventre.","Parfoi, pendant la journé ou la nuit, j'ai mal dans le haut de mon ventre. J'ai souvent des nausées tré fortes, des brulures d'estomac et des maux de ventre."
varices,"Les veines sur mes mollets sont devenues très proéminentes et causent de l'inconfort. Je ne peux pas rester debout pendant de longues périodes, car cela provoque des douleurs dans mes jambes, similaires à des crampes.","Les veines sur mes mollets sont devenues très visibles et ça me fait mal. Je ne peux pas rester debout longtemps, car ça me fait mal aux jambes, comme des crampes.","Les veines sur mes mollets sont devenues très visibles et sa me fais mal. Je peux pas rester debou longtemps, car sa me fais mal aux jambes, comme des crampes."
rhume,"Je tousse sans arrêt et j'ai très froid. Ma production de mucosités est excessive, et mes sinus sont complètement bouchés. Je ne sens rien, et ma poitrine me fait mal. Mes muscles sont aussi très douloureux.",Je tousse tout le temps et j'ai très froid. J'ai beaucoup de morve et mon nez est bouché. Je ne sens rien et ma poitrine me fait mal. Mes muscles me font très mal.,Je tousse tout le tan et j'ai tré froi. J'ai beaucou de morve et mon nez est bouché. Je ne sen rien et ma poitrine me fais mal. Mes muscle me font tré mal.
